"stateDist","abroadPrcnt","recentArrivalPrcnt","totalPopBirthPlace","prcntForeignBorn","prcntExAliens","totalHouseholds","under10k","over10k","over15k","over25k","over35k","over50k","over75k","over100k","over150k","over200k","meanIncome","medianIncome","totalEmploymentPop","prcntUnemp","prcntNotEmploy","prcntBA","prcntHS","totalPopRaceFile","prcntAsian","prcntBlack","prcntBlackNotHisp","prcntHisp","prcntMulti","prcntWhite","prcntWhiteAll","prcntNotHisp","prcntOld","medianAge","gini","sponID","icpsr","state","district","lastName","firstName","middleName","age","gender","party","numberTerms","daysServed","fracServed","cd","statenm","dwnom1","dwnom2","comPower","chair","rank","comName","numCom","rankChair","black","hispanic","numSpon","numCosp","numPassH","numEnact","passPrcnt","congNum","partyControl","demSeats","repSeats","otherSeats","ses","sesNorm"
"703","NJ.13",NA,29.2004488923734,672703,4.25477513850838,NA,149137,8.90121163762178,91.0987883623782,87.3995051529801,83.741123933028,76.2024179110482,59.6981299074006,40.1174758778841,24.8617043389635,5.06782354479438,0.575980474328973,NA,NA,325245,1.77250995403465,27.9438577072668,12.6000873213235,58.8526737409594,672703,0.0990035721559143,1.19086729210365,NA,1.42419755565036,NA,NA,69.7330025286047,NA,NA,NA,0.154646773000898,407670,"14255","NJ",13,"Meyner","Helen","Stevenson",45,"F","Democrat",1,626,1,13," NEW JER",-0.419999986886978,-0.190999999642372,NA,NA,NA,NA,NA,NA,0,0,14,179,1,1,7.14285714285714,94,"D",291,144,0,0.173821270563156,36.8381921008011
"704","NJ.14",NA,7.77673833222365,1389118,5.21827519332411,NA,171738,13.5165193492413,86.4834806507587,80.4888842306304,74.7970746136557,62.2052195786605,42.2154677473826,25.4486485227498,14.2851320034005,2.31340763255657,0.228254666992745,NA,NA,355959,2.59777109161448,27.328147342812,5.72332920066644,37.0753507142172,1389118,0.140736784060101,4.36255235336379,NA,13.1784600126794,NA,NA,29.7862384621033,NA,NA,NA,0.0786931954236509,403181,"2329","NJ",14,"Daniels","Dominick","Vincent",66,"M","Democrat",9,626,1,14," NEW JER",-0.404000014066696,0.26800000667572,NA,NA,NA,NA,NA,NA,0,0,61,274,6,1,1.63934426229508,94,"D",291,144,0,-0.757568278788786,17.9739044938745
"705","NJ.15",NA,22.0709472271653,933285,4.21243242953653,NA,153672,11.4894060076006,88.5105939923994,85.0148367952522,81.7546462595658,75.0143162059451,59.1304857098235,39.3676141392056,23.3484304232391,3.83999687646416,0.346842625852465,NA,NA,342790,1.86207298929374,27.674961346597,10.177533905246,53.0659878567885,933285,0.152472181595118,3.08726701918492,NA,3.51836702242289,NA,NA,47.91590993105,NA,NA,NA,0.162639896321016,408514,"10613","NJ",15,"Patten","Edward","James",69,"M","Democrat",7,626,1,15," NEW JER",-0.432000011205673,0.42399999499321,NA,NA,NA,NA,NA,NA,0,0,35,92,0,0,0,94,"D",291,144,0,0.0353009104504524,34.0326120785653
"706","NJ.2",NA,19.0391574814324,910836,2.86582875512167,NA,167838,13.9658480201146,86.0341519798854,78.840906111846,71.8716857922521,58.275241602021,39.3504450720338,22.8261776236609,12.8016301433525,2.68175264242901,0.445667846375672,NA,NA,338224,2.97229055300629,27.513423056909,6.07112004871624,43.4689787999377,910836,0.188508139774888,6.88949492554093,NA,2.75199424419504,NA,NA,45.2944328067841,NA,NA,NA,0.0721667474631316,405775,"14238","NJ",2,"Hughes","William","John",42,"M","Democrat",1,626,1,2," NEW JER",-0.119999997317791,-0.229000002145767,NA,NA,NA,NA,NA,NA,0,0,23,179,0,0,0,94,"D",291,144,0,-0.854848454606321,16.0035997847963
"707","NJ.3",NA,30.4310667001587,683674,4.48444726580212,NA,157013,12.3263678803666,87.6736321196334,82.2224911313076,77.1904237228764,67.0696057014387,51.4186723392331,35.8734627069096,23.5840344430079,5.86830389840332,0.910115722901925,NA,NA,326446,2.28552348627338,29.3561569141604,13.7359420500595,59.1625881551607,683674,0.238271456863944,5.73738360680675,NA,2.07023143446475,NA,NA,63.4850820712796,NA,NA,NA,0.122602063630908,405687,"10739","NJ",3,"Howard","James","John",47,"M","Democrat",6,626,1,3," NEW JER",-0.425000011920929,0.0520000010728836,NA,NA,NA,NA,NA,NA,0,0,52,241,5,3,5.76923076923077,94,"D",291,144,0,0.041543011100184,34.1590390735963
"708","NJ.4",NA,25.6276464557921,745349,3.96767152032135,NA,166528,14.917010953113,85.082989046887,78.5129227517294,72.9462913143736,62.9509752113759,46.8503795157571,30.3252305918524,17.6000432359723,2.85477517294389,0.277430822444274,NA,NA,336535,2.00603206204407,25.5272111370288,10.186190939596,51.562493690667,745349,0.225263601346483,8.31570177192161,NA,2.04499576399711,NA,NA,55.5156040995561,NA,NA,NA,0.106160871807553,410779,"9322","NJ",4,"Thompson","Frank"," ",56,"M","Democrat",11,626,1,4," NEW JER",-0.526000022888184,-0.0729999989271164,NA,NA,NA,NA,NA,NA,0,0,38,225,3,1,2.63157894736842,94,"D",291,144,0,-0.352384277081008,26.1804680603857
"709","NJ.5",NA,32.5073844095728,617312,5.84453242444663,NA,152689,9.27506238170399,90.724937618296,87.6592288900969,84.949799920099,78.9860435263837,66.815553183268,51.4562280190452,36.9175251655326,12.0047940585111,2.2765228667422,NA,NA,337874,1.35287118866796,28.0586845984006,24.5324147278066,68.9511331978014,617312,0.334676792286558,2.63011248768856,NA,0.974881120987768,NA,NA,74.3764903322793,NA,NA,NA,0.232047707560453,404036,"14221","NJ",5,"Fenwick","Millicent","Hammond",64,"F","Republican",1,626,1,5," NEW JER",0.0379999987781048,-0.975000023841858,NA,NA,NA,NA,NA,NA,0,0,47,153,0,0,0,94,"D",291,144,0,1.18421303956894,57.3025841905112
"710","NJ.6",NA,35.9549082427883,680592,3.22248865693396,NA,144477,7.13746824754113,92.8625317524589,89.3553991292732,85.6267779646587,77.4822290053088,60.9619524214927,41.6488437605986,26.2117845747074,5.22643742602629,0.616015005848682,NA,NA,318994,2.02041417706916,30.108716778372,13.2865404004311,59.8819489243677,680592,0.279462585513788,3.1668018431013,NA,1.49726961101107,NA,NA,66.7103051461081,NA,NA,NA,0.148335763073389,404236,"12046","NJ",6,"Forsythe","Edwin","Bell",58,"M","Republican",4,626,1,6," NEW JER",0.209000006318092,-0.933000028133392,NA,NA,NA,NA,NA,NA,0,0,58,173,0,0,0,94,"D",291,144,0,0.269674013760325,38.7795857065619
"711","NJ.7",NA,21.083838860626,612894,7.19308722226029,NA,149624,6.29644976741699,93.703550232583,91.0248355878736,88.339437523392,82.3537667753836,70.2881890605785,54.4692028016896,39.2457092445062,12.0515425332834,1.78714644709405,NA,NA,343206,1.84845253288113,28.0723530474409,18.0308082638637,64.1830373323668,612894,0.256977552398947,2.44593681778578,NA,1.80375375782033,NA,NA,75.5412844635451,NA,NA,NA,0.229626716344017,407086,"14254","NJ",7,"Maguire","Gene","Andrew",35,"M","Democrat",1,626,1,7," NEW JER",-0.395000010728836,-0.919000029563904,NA,NA,NA,NA,NA,NA,0,0,25,251,0,0,0,94,"D",291,144,0,1.02812758561827,54.141242197108
"712","NJ.8",NA,13.7261863878978,1259742,4.87187058937465,NA,161063,10.7932920658376,89.2067079341624,84.4390083383521,79.4428267199791,69.3598157242818,51.2687581877899,33.3068426640507,20.0915169840373,3.84942538013076,0.396118289116681,NA,NA,343606,2.93854007205928,25.8677089457111,7.93446304099838,42.4752329167401,1259742,0.108276139082447,3.99954911402494,NA,6.41032341142507,NA,NA,33.7957296017756,NA,NA,NA,0.111007375585559,409353,"12042","NJ",8,"Roe","Robert","A.",50,"M","Democrat",4,626,1,8," NEW JER",-0.314000010490417,0.115000002086163,NA,NA,NA,NA,NA,NA,0,0,114,529,0,0,0,94,"D",291,144,0,-0.323265309247211,26.770241248646
"713","NJ.9",NA,16.6969336070028,633407,11.7515278486029,NA,161812,8.15823301114874,91.8417669888513,88.0274639705337,84.3244011568981,76.4794947222703,60.9305861122784,43.6314982819568,29.479890242998,7.77321830272168,1.17791016735471,NA,NA,355173,2.24594774940663,26.431344724965,12.2272462576645,52.7523721440071,633407,0.392164911344523,1.66275396388104,NA,6.97305963083187,NA,NA,73.377465042224,NA,NA,NA,0.165902883419226,405328,"10737","NJ",9,"Helstoski","Henry"," ",49,"M","Democrat",6,626,1,9," NEW JER",-0.437000006437302,-0.211999997496605,NA,NA,NA,NA,NA,NA,0,0,77,392,0,0,0,94,"D",291,144,0,0.308263902735111,39.5611821554873
"714","NM.1",NA,26.1912103302106,11520978,0.0740214936613888,NA,161894,18.4429317948781,81.5570682051219,74.5456903900083,67.7752109404919,54.4584728278997,36.2224665521885,22.5320271288621,13.9233078434037,2.83457076852755,0.381113568137176,NA,NA,347021,2.96581474896332,33.4115226456036,15.3300965455662,59.7071743480583,11520978,0.15983886090226,0.0646906885856392,NA,35.783501423303,NA,NA,4.20809761115766,NA,NA,NA,0.0743092913099259,406992,"12022","NM",1,"Luján","Manuel"," ",46,"M","Republican",4,626,1,1," NEW MEX",0.200000002980232,-0.125,NA,NA,NA,NA,NA,NA,0,1,67,145,2,2,2.98507462686567,94,"D",291,144,0,-0.461045220964534,23.9796582075318
"715","NM.2",NA,30.3361934152708,7467075,0.18723529628402,NA,154878,19.7109983341727,80.2890016658273,72.6610622554527,65.237154405403,51.9311974586449,31.4376476968969,17.4711708570617,9.47842818218211,1.94798486550704,0.328645772801818,NA,NA,336354,2.78070128495573,34.4089857709437,10.0075808660616,50.525844051952,7467075,0.734049142401811,0.158830599665866,NA,24.8478306081824,NA,NA,5.86115714653998,NA,NA,NA,0.0656738064107056,409469,"13038","NM",2,"Runnels","Harold","Lowell",50,"M","Democrat",3,626,1,2," NEW MEX",0.101999998092651,0.677999973297119,NA,NA,NA,NA,NA,NA,0,0,12,61,1,0,0,94,"D",291,144,0,-0.91187248903479,14.848639664496
"716","NV.0",NA,37.0643570874724,1881818,0.96603390976173,NA,177196,11.7248696358834,88.2751303641166,82.8178965665139,77.2286056118648,65.9800446962685,47.3362829860719,31.0102936860877,18.6336034673469,3.81046976229712,0.526535587710784,NA,NA,341765,3.27330183020497,26.5457258642635,10.7858115576278,65.211683623236,1881818,0.553826140466294,1.46778275051041,NA,4.19549942914199,NA,NA,23.901886367332,NA,NA,NA,0.0988619639010109,409572,"14272","NV",0,"Santini","James","David",37,"M","Democrat",1,626,1,1," NEVADA ",-0.0810000002384186,0.144999995827675,NA,NA,NA,NA,NA,NA,0,0,19,127,1,0,0,94,"D",291,144,0,-0.296663312855462,27.3090359035802
"717","NY.1",NA,31.9301095244515,724709,4.3787230460778,NA,138502,11.4222177297079,88.5777822702921,84.5828941098324,80.9641738025444,73.1144676611168,58.3565580280429,39.5019566504455,24.6140849951625,4.65552844002253,0.511183954022325,NA,NA,304133,2.19739390332519,31.6963302239481,12.8564799796326,59.806510161091,724709,0.272523178268795,2.26849673455139,NA,2.24525486272347,NA,NA,61.9477611013524,NA,NA,NA,0.149491244061248,408745,"10545","NY",1,"Pike","Otis","Grey",53,"M","Democrat",8,626,1,1," NEW YOR",-0.180999994277954,-0.172000005841255,NA,NA,NA,NA,NA,NA,0,0,17,49,1,1,5.88235294117647,94,"D",291,144,0,0.15865996828673,36.531116326935
"718","NY.10",NA,12.1756870341611,2019261,4.40359121480581,NA,166406,12.7333149045107,87.2666850954893,81.1509200389409,75.8019542564571,64.722425874067,46.1215340793,28.5163996490511,16.9735466269245,2.77093374036994,0.196507337475812,NA,NA,359298,1.96327282645603,28.8072853174802,5.48010442266848,41.0046684302186,2019261,0.130443761356259,3.1395149017388,NA,13.3648590295843,NA,NA,20.1255310730015,NA,NA,NA,0.0937302609037598,401418,"12003","NY",10,"Biaggi","Mario"," ",57,"M","Democrat",4,626,1,10," NEW YOR",-0.314000010490417,0.24600000679493,NA,NA,NA,NA,NA,NA,0,0,79,238,3,3,3.79746835443038,94,"D",291,144,0,-0.636588369294756,20.4242216666872
"719","NY.11",NA,15.1578773057657,1495582,4.26569723358532,NA,147051,10.7901340351307,89.2098659648693,84.0755928215381,79.4404662328036,70.2409368178387,53.5861707842857,35.6318556147187,22.2759450802783,4.4222752650441,0.404621525865176,NA,NA,338174,2.07378450146966,31.4406193261457,7.09879261554014,48.0242625687842,1495582,0.130317160810975,5.2990073429608,NA,8.54679750526831,NA,NA,25.9155967375911,NA,NA,NA,0.12490924748793,409632,"10768","NY",11,"Scheuer","James","Haas",54,"M","Democrat",6,626,1,11," NEW YOR",-0.503000020980835,-0.282000005245209,NA,NA,NA,NA,NA,NA,0,0,35,393,0,0,0,94,"D",291,144,0,-0.260166613522749,28.0482370610281
"720","NY.12",NA,8.60735782532117,2788206,1.68599450686212,NA,154331,18.7590309140743,81.2409690859257,72.5622201631558,63.4506353227803,44.2095236861032,22.7031510195619,11.6172382735808,5.60872410598,0.697202765484575,0.106913063480441,NA,NA,312837,2.87114375857076,37.0739394636824,3.10767056634825,35.4410396765769,2788206,0.090775215317663,12.8665170364026,NA,17.9537613258956,NA,NA,3.66554695026121,NA,NA,NA,0.0367227139098478,402510,"12008","NY",12,"Chisholm","Shirley","Anita",50,"F","Democrat",4,626,1,12," NEW YOR",-0.603999972343445,-0.294999986886978,NA,NA,NA,NA,NA,NA,1,0,6,331,1,0,0,94,"D",291,144,0,-1.46597608710728,3.62587079689877
"721","NY.13",NA,6.44269220846233,771152,14.2534805070855,NA,179599,13.5145518627609,86.4854481372391,80.3384205925423,75.2660092762209,65.0872220892099,47.6550537586512,30.7819085852371,19.0969882905807,3.84857376711452,0.411472224232874,NA,NA,372096,2.33676255589955,28.4593223254214,7.63300823453834,44.4184884528282,771152,0.377616864120173,1.25409776542108,NA,4.00602243100361,NA,NA,59.253687988879,NA,NA,NA,0.108039954700332,410145,"14277","NY",13,"Solarz","Stephen","Joshua",34,"M","Democrat",1,626,1,13," NEW YOR",-0.528999984264374,-0.207000002264977,NA,NA,NA,NA,NA,NA,0,0,28,459,1,0,0,94,"D",291,144,0,-0.444858509785899,24.3075025292729
"722","NY.14",NA,8.8352146369024,4096180,1.74833625475443,NA,163605,18.6015097338101,81.3984902661899,73.4189052901806,64.9747868341432,48.7057241526848,27.3830261911311,15.0502735246478,8.34387702087345,1.51156749488096,0.25243727269949,NA,NA,332748,2.88476564847873,34.7244761801724,5.98045280217741,31.3311889150068,4096180,0.0974322417471888,2.64507419107559,NA,31.8692154509889,NA,NA,8.59525216177023,NA,NA,NA,0.049988830057087,409208,"14269","NY",14,"Richmond","Frederick","William",51,"M","Democrat",1,626,1,14," NEW YOR",-0.583999991416931,-0.500999987125397,NA,NA,NA,NA,NA,NA,0,0,60,385,0,0,0,94,"D",291,144,0,-1.1925409790302,9.16400306839155
"723","NY.15",NA,6.69960834959361,1800109,5.50522218376776,NA,171443,14.5552749310266,85.4447250689734,79.5022252293765,73.7119625764832,61.5131559760387,42.6229125715252,26.3259508991327,15.837333691081,3.04941000799099,0.345887554464166,NA,NA,356185,2.29796313713379,30.2893159453655,6.85334939306067,39.8533041380487,1800109,0.193321626634832,1.37497229334446,NA,12.267543474959,NA,NA,24.3181385127234,NA,NA,NA,0.084861127582454,411995,"14283","NY",15,"Zeferetti","Leo","C.",47,"M","Democrat",1,626,1,15," NEW YOR",-0.287999987602234,0.340000003576279,NA,NA,NA,NA,NA,NA,0,0,9,270,1,1,11.1111111111111,94,"D",291,144,0,-0.670314990049897,19.7411254537466
"724","NY.16",NA,7.32136542456792,1039318,8.92075380201247,NA,171045,12.4101844543833,87.5898155456166,82.0836621941594,77.0130667368236,65.6546522844865,47.2898944722149,31.2543482709229,20.1882545528954,4.62217545090473,0.499283814200941,NA,NA,361968,2.10488219953145,28.0176700702825,9.47836708632345,50.7044404036478,1039318,0.381596393019268,9.92294947263494,NA,8.06931244590321,NA,NA,34.5025295434121,NA,NA,NA,0.100452113252015,405603,"14022","NY",16,"Holtzman","Elizabeth"," ",33,"F","Democrat",2,626,1,16," NEW YOR",-0.510999977588654,-0.860000014305115,NA,NA,NA,NA,NA,NA,0,0,83,384,2,2,2.40963855421687,94,"D",291,144,0,-0.343580287065214,26.358783352695
"725","NY.17",NA,21.177525679253,1389798,5.10592186778222,NA,171522,14.5264164363755,85.4735835636245,79.2912862489943,73.8674922167419,62.7581301524003,45.2455078648803,29.3134408414081,18.4093002646891,3.60070428283252,0.394118538729726,NA,NA,346778,1.91823010686952,28.944454377152,11.4021427797881,48.3884339185086,1389798,2.23478519900014,2.18413035563442,NA,10.2609610482919,NA,NA,29.1381193525966,NA,NA,NA,0.0980680243828074,408062,"10611","NY",17,"Murphy","John","Michael",48,"M","Democrat",7,626,1,17," NEW YOR",-0.375,0.486000001430511,NA,NA,NA,NA,NA,NA,0,0,191,438,3,1,0.523560209424084,94,"D",291,144,0,-0.342431728598924,26.382046161749
"726","NY.18",NA,23.1849244249516,1272102,7.17135890046553,NA,284525,12.8115279852386,87.1884720147614,81.8356910640541,76.5447675951146,65.5369475441525,47.4313329232932,34.8299797908795,27.5441525349266,14.0669536947544,4.64388015112907,NA,NA,415878,2.52982845930778,21.2653710944075,33.5740030663817,71.9216087860753,1272102,0.663232979745335,1.57110043062585,NA,10.2728577448009,NA,NA,34.3464596392428,NA,NA,NA,0.150376062052637,406458,"12019","NY",18,"Koch","Edward","Irving",50,"M","Democrat",4,626,1,18," NEW YOR",-0.474999994039536,-0.510999977588654,NA,NA,NA,NA,NA,NA,0,0,251,675,1,1,0.398406374501992,94,"D",291,144,0,0.867561531300751,50.8891504910516
"727","NY.19",NA,15.8591724998267,2881719,1.46485483143915,NA,204097,20.5103455709785,79.4896544290215,70.2504201433632,61.5349564177817,43.8022116934595,23.8073073097596,13.66997065121,8.65519826357075,2.85550498047497,0.765812334331225,NA,NA,360725,2.91801233626724,30.7397602051424,10.2391218851974,39.9842687632201,2881719,0.131865737082623,9.51317598974779,NA,22.6117855704727,NA,NA,6.42675430879971,NA,NA,NA,0.0489661704542881,400333,"13035","NY",19,"Rangel","Charles","B.",44,"M","Democrat",3,626,1,19," NEW YOR",-0.575999975204468,-0.382999986410141,NA,NA,NA,NA,NA,NA,1,0,40,275,1,1,2.5,94,"D",291,144,0,-1.06484214653761,11.7504047570139
"728","NY.2",NA,26.7876302503308,1186633,2.50439689440627,NA,123133,6.7650426774301,93.2349573225699,90.459909203869,87.473707292115,81.4468907603973,66.4346682042994,44.303314302421,25.9394313465927,4.58284943922425,0.542502822151657,NA,NA,303838,1.85197374916896,29.4433217701538,8.08494846048637,55.0738899823198,1186633,0.0896654652280865,1.3953766665852,NA,4.1699984178636,NA,NA,37.8852602278885,NA,NA,NA,0.184581294128869,403581,"14214","NY",2,"Downey","Thomas","Joseph",25,"M","Democrat",1,626,1,2," NEW YOR",-0.345999985933304,-0.340999990701675,NA,NA,NA,NA,NA,NA,0,0,41,470,0,0,0,94,"D",291,144,0,0.15526764299659,36.4624084485033
"729","NY.20",NA,16.6932719365567,1851379,7.41922642527543,NA,228749,15.4177723181304,84.5822276818696,77.3926880554669,70.4706905822539,55.9845070360963,36.645406100136,23.6674258685284,15.9672829170838,5.33816541274497,0.901861866062802,NA,NA,390900,2.78741366078281,24.841647480174,18.8561352038826,54.4236201058036,1851379,0.549482304811711,3.87122247794752,NA,22.5708232070959,NA,NA,20.6998675041685,NA,NA,NA,0.0756222956267392,400680,"13001","NY",20,"Abzug","Bella","Savitzky",54,"F","Democrat",3,626,1,20," NEW YOR",-0.666000008583069,-0.745999991893768,NA,NA,NA,NA,NA,NA,0,0,129,638,2,1,0.775193798449612,94,"D",291,144,0,-0.257541061809031,28.1014147702786
"730","NY.21",NA,15.8906119924056,6601598,0.541868802068832,NA,149085,20.0543314216722,79.9456685783278,69.5898313042895,58.4512191031962,39.0099607606399,18.3760941744642,8.67491699366133,4.09766240735151,0.554046349397994,0.041587014119462,NA,NA,303909,2.56919011941074,41.3205926774133,1.90601303400623,26.3424371908631,6601598,0.0220098224702564,2.92191375482118,NA,50.7715949180789,NA,NA,3.97332585231636,NA,NA,NA,0.0329493102315848,401030,"13004","NY",21,"Badillo","Herman"," ",45,"M","Democrat",3,626,1,21," NEW YOR",-0.611999988555908,-0.580999970436096,NA,NA,NA,NA,NA,NA,0,1,26,536,0,0,0,94,"D",291,144,0,-1.64499679745162,0
"731","NY.22",NA,15.7004259676087,2043009,4.88162313528722,NA,183819,14.4446439160261,85.5553560839739,78.3711150642752,71.6645178137189,58.0190295888891,37.7675865933337,22.5705721388975,13.107458967789,2.34850586718457,0.173540276032401,NA,NA,359417,2.16266898894599,28.388195327433,7.09676535463276,44.2352481812826,2043009,0.135094852739268,4.03248345944634,NA,18.9826762412434,NA,NA,18.560906975936,NA,NA,NA,0.0694609354897748,401453,"10705","NY",22,"Bingham","Jonathan","Brewster",60,"M","Democrat",6,626,1,22," NEW YOR",-0.523999989032745,-0.381000012159348,NA,NA,NA,NA,NA,NA,0,0,59,279,0,0,0,94,"D",291,144,0,-0.820796906832953,16.6932770429368
"732","NY.23",NA,16.2424885118416,1047115,6.12024467226618,NA,162670,10.7401487674433,89.2598512325567,85.0457982418393,81.5417716850065,73.7437757423004,58.83076166472,42.947685498248,30.5465051945657,9.35882461424971,1.6186143726563,NA,NA,350796,1.649106603268,27.7414793783281,16.2586619808126,58.8433687134213,1047115,0.25737383190958,5.58515540317921,NA,4.13657760732655,NA,NA,38.744168501072,NA,NA,NA,0.174001255330687,408680,"13033","NY",23,"Peyser","Peter","A.",53,"M","Republican",3,626,1,23," NEW YOR",-0.0900000035762787,-0.300000011920929,NA,NA,NA,NA,NA,NA,0,0,94,204,0,0,0,94,"D",291,144,0,0.455878086291813,42.550947732536
"733","NY.24",NA,15.3556413062259,590832,10.3584436861917,NA,164721,11.4581625900766,88.5418374099235,84.1374202439276,79.8847748617359,71.9896066682451,58.3544296112821,44.5529106792698,33.7552588923088,14.79046387528,4.05473497611112,NA,NA,347260,1.59045095893567,28.040085238726,21.3796538413647,62.7899034100005,590832,0.403837300620142,10.0559888428521,NA,2.79292018763297,NA,NA,68.678575297208,NA,NA,NA,0.203254955872762,408386,"10760","NY",24,"Ottinger","Richard","Lawrence",45,"M","Democrat",4,626,1,24," NEW YOR",-0.377000004053116,-0.802999973297119,NA,NA,NA,NA,NA,NA,0,0,98,649,2,1,1.02040816326531,94,"D",291,144,0,0.749556645338157,48.4990892010469
"734","NY.25",NA,25.0076490942526,591031,5.53811898191465,NA,146651,11.9310471800397,88.0689528199603,83.3291283387089,79.4518959979816,71.28556914034,56.1571349666896,39.1255429557248,25.3036119767339,5.50763376997088,0.712576116085127,NA,NA,317031,1.57776368872445,26.764259646533,14.5872734093695,60.5578567533387,591031,0.278327194343444,3.81012163490578,NA,1.6019783738263,NA,NA,74.970686816766,NA,NA,NA,0.148109382743894,404097,"12013","NY",25,"Fish","Hamilton"," ",48,"M","Republican",4,626,1,25," NEW YOR",0.0230000000447035,-0.504999995231628,NA,NA,NA,NA,NA,NA,0,0,111,208,5,5,4.5045045045045,94,"D",291,144,0,0.218479684836877,37.7426999638268
"735","NY.26",NA,30.6602975314279,761257,4.61460452908807,NA,145537,12.0574149528986,87.9425850471014,82.0760356472925,77.6908964730619,69.2792898025932,54.0220012780255,37.3334615939589,23.9306842933412,5.34090987171647,0.617712334320482,NA,NA,313177,1.7408685823033,26.8014573228558,13.97262460593,58.9017917714194,761257,0.169982016585726,3.6839070116925,NA,2.79660436776888,NA,NA,57.4469594368262,NA,NA,NA,0.140898435397815,400536,"14015","NY",26,"Gilman","Benjamin"," ",52,"M","Republican",2,626,1,26," NEW YOR",-0.0610000006854534,-0.365000009536743,NA,NA,NA,NA,NA,NA,0,0,30,314,0,0,0,94,"D",291,144,0,0.114589978818567,35.6385263717008
"736","NY.27",NA,21.6424306823452,537819,4.54056104377123,NA,172652,21.3574125987536,78.6425874012464,72.1352779000533,66.7128095822811,56.3283367699187,39.6450663762945,24.1225123369553,13.8643050761069,2.50909343650812,0.319139077450594,NA,NA,340678,2.25227340773399,29.1800468477565,12.9815078689073,59.0832742933108,537819,0.301030644138641,1.78219810010431,NA,0.751100474379247,NA,NA,84.8480622663015,NA,NA,NA,0.0953811059457088,407471,"14253","NY",27,"McHugh","Matthew","Francis",36,"M","Democrat",1,626,1,27," NEW YOR",-0.347000002861023,-0.291999995708466,NA,NA,NA,NA,NA,NA,0,0,5,153,1,1,20,94,"D",291,144,0,-0.495879950082204,23.274118458624
"737","NY.28",NA,17.3783021407587,499796,6.02805944825489,NA,171146,15.4686641814591,84.5313358185409,79.2364414009092,74.2360323933951,63.7368095076718,46.3931380225071,30.1561240110783,18.0991667932642,3.9206291704159,0.522945321538336,NA,NA,341748,1.86628743986797,27.1615342299004,13.3782429366111,56.9076459344762,499796,0.256304572265484,3.72111821623222,NA,0.537435335463669,NA,NA,89.4262859246573,NA,NA,NA,0.105166299669354,410455,"9017","NY",28,"Stratton","Samuel","Studdiford",58,"M","Democrat",9,626,1,28," NEW YOR",-0.13400000333786,0.303000003099442,NA,NA,NA,NA,NA,NA,0,0,33,67,5,3,9.09090909090909,94,"D",291,144,0,-0.219525093740463,28.8713870722013
"738","NY.29",NA,23.047615524751,489999,3.73755864807887,NA,156014,15.9863858371685,84.0136141628315,78.4352686297384,73.2370171907649,62.1155793710821,42.5865627443691,24.8484110400349,13.8006845539503,2.30043457638417,0.213442383375851,NA,NA,324411,2.17347747147908,28.6315815431659,9.53643271007055,52.6849404637642,489999,0.161632982924455,1.71163614619622,NA,0.508158976584496,NA,NA,93.5281500574491,NA,NA,NA,0.087951286852916,408540,"14267","NY",29,"Pattison","Edward","Worthington",42,"M","Democrat",1,626,1,29," NEW YOR",-0.323000013828278,-0.42399999499321,NA,NA,NA,NA,NA,NA,0,0,17,329,0,0,0,94,"D",291,144,0,-0.615950272654645,20.8422239847822
"739","NY.3",NA,24.2159993449603,695022,4.86344317158306,NA,130724,7.04078822557449,92.9592117744255,90.3552522872617,87.9019919831095,82.7636853217466,72.4266393317218,56.5825709127628,40.8478932713197,11.7201126036535,1.54600532419449,NA,NA,317538,1.53021055747659,31.1657187486222,17.6280527207774,67.2324030383945,695022,0.19553337879952,3.64333790872807,NA,1.63669549085904,NA,NA,63.4431715830578,NA,NA,NA,0.252259539038913,400825,"14200","NY",3,"Ambro","Jerome","Anthony",46,"M","Democrat",1,626,1,3," NEW YOR",-0.193000003695488,-0.104999996721745,NA,NA,NA,NA,NA,NA,0,0,14,68,1,0,0,94,"D",291,144,0,1.10114627816309,55.6201568121643
"740","NY.30",NA,18.0429817307663,473353,3.44689903729352,NA,159213,22.1363833355316,77.8636166644684,70.9741038734274,64.9821308561487,53.0540847795092,33.3232839026964,18.0104639696507,9.49985239898752,1.66632121748852,0.190939182101964,NA,NA,325301,3.19550201198275,31.3820123516374,8.27053448717895,49.8522668527166,473353,0.466036974520073,0.682366014369825,NA,0.519319541802017,NA,NA,97.6556607859251,NA,NA,NA,0.0731732163151548,407433,"10749","NY",30,"McEwen","Robert","Cameron",54,"M","Republican",6,626,1,30," NEW YOR",0.175999999046326,-0.0939999967813492,NA,NA,NA,NA,NA,NA,0,0,10,52,0,0,0,94,"D",291,144,0,-0.964976507887342,13.7730752184324
"741","NY.31",NA,16.266719418111,496456,4.4152956153214,NA,155386,14.4594751135881,85.5405248864119,79.4859253729422,73.6430566460299,61.7423706125391,41.2978003166308,23.8174610325255,12.7205797176065,2.28785090033851,0.26772038665002,NA,NA,328585,3.17512972290275,26.4799062647412,8.28785602599871,49.2546064935463,496456,0.159732181703917,1.73207696150313,NA,0.662793954463917,NA,NA,92.2587298773708,NA,NA,NA,0.0807848956696491,407783,"14038","NY",31,"Mitchell","Donald","Jerome",51,"M","Republican",2,626,1,31," NEW YOR",0.0509999990463257,-0.186000004410744,NA,NA,NA,NA,NA,NA,0,0,13,150,0,0,0,94,"D",291,144,0,-0.715001633744694,18.8360458343399
